1981 35 0.255 292.68 13.75 73.72 43.74
1981 36 0.255 292.31 19.82 63.72 41.77
1981 37 0.258 291.88 30.21 51.66 40.93
1981 38 0.259 291.08 39.91 42.64 41.28
1981 39 0.256 289.75 47.88 37.60 42.74
1981 40 0.249 287.77 54.64 37.00 45.82
1981 41 0.236 284.88 60.87 43.25 52.06
1981 42 0.219 281.24 65.71 56.15 60.93
1981 43 0.194 277.53 65.17 64.36 64.76
1981 44 0.161 273.30 58.33 66.20 62.27
1981 45 0.123 269.05 45.64 65.89 55.77
1981 46 0.099 265.99 40.66 63.96 52.31
1981 47 0.086 264.01 41.53 61.45 51.49
1981 48 0.076 263.07 43.06 58.22 50.64
1981 49 0.068 262.06 41.78 56.29 49.04
1981 50 0.064 261.04 45.38 53.52 49.45
1981 51 0.059 259.85 45.92 50.40 48.16
1981 52 0.054 259.28 44.00 47.22 45.61
1982 01 0.053 260.31 45.01 39.46 42.23
1982 02 0.054 262.29 46.83 31.75 39.29
1982 03 0.055 263.82 48.13 27.24 37.68
1982 04 0.053 265.33 46.09 23.91 35.00
1982 05 0.050 265.66 41.46 26.65 34.06
1982 06 0.048 266.55 36.56 29.46 33.01
1982 07 0.048 267.84 32.17 31.14 31.65
1982 08 0.050 269.30 30.30 32.50 31.40
1982 09 0.052 270.75 28.23 35.22 31.73
1982 10 0.056 272.73 25.25 37.63 31.44
1982 11 0.069 275.46 26.81 34.79 30.80
1982 12 0.085 278.05 27.87 35.91 31.89
1982 13 0.096 279.89 26.45 40.30 33.37
1982 14 0.109 281.55 22.93 45.47 34.20
1982 15 0.120 282.57 16.15 59.42 37.78
1982 16 0.145 284.04 13.92 73.70 43.81
1982 17 0.180 286.05 15.91 83.78 49.85
1982 18 0.236 288.73 25.98 83.95 54.97
1982 19 0.292 291.42 34.53 77.20 55.86
1982 20 0.336 293.07 38.39 70.79 54.59
1982 21 0.366 293.62 38.62 71.80 55.21
1982 22 0.383 293.55 34.90 75.39 55.14
1982 23 0.391 293.47 29.29 77.99 53.64
1982 24 0.395 293.51 27.50 80.68 54.09
1982 25 0.396 293.26 27.46 86.21 56.84
1982 26 0.395 293.16 27.71 89.14 58.43
1982 27 0.394 293.50 29.53 88.81 59.17
1982 28 0.392 293.83 34.04 88.18 61.11
1982 29 0.393 294.17 39.85 87.00 63.42
1982 30 0.388 294.43 43.47 85.68 64.58
1982 31 0.383 294.83 44.62 81.04 62.83
1982 32 0.378 295.30 46.78 73.25 60.01
1982 33 0.374 295.43 50.98 66.04 58.51
1982 34 0.368 295.30 54.79 59.39 57.09
1982 35 0.362 294.95 60.47 50.47 55.47
1982 36 0.352 294.40 65.80 40.42 53.11
1982 37 0.332 293.49 67.37 32.84 50.10
1982 38 0.313 292.14 68.18 30.20 49.19
