1981 35 0.254 295.69 42.06 79.13 60.60
1981 36 0.256 295.67 44.57 67.26 55.91
1981 37 0.253 295.36 45.41 56.26 50.84
1981 38 0.246 294.71 46.54 49.53 48.04
1981 39 0.236 293.55 47.76 46.48 47.12
1981 40 0.224 291.88 48.47 45.61 47.04
1981 41 0.208 289.70 47.29 46.27 46.78
1981 42 0.189 287.02 44.99 49.86 47.42
1981 43 0.168 283.93 41.90 53.28 47.59
1981 44 0.145 280.81 37.43 55.09 46.26
1981 45 0.128 278.24 34.90 54.95 44.93
1981 46 0.114 275.97 33.48 52.94 43.21
1981 47 0.103 273.83 32.49 51.01 41.75
1981 48 0.097 272.56 33.22 46.83 40.02
1981 49 0.094 271.99 35.35 41.81 38.58
1981 50 0.091 271.08 36.96 39.60 38.28
1981 51 0.086 270.24 37.29 38.24 37.77
1981 52 0.081 269.67 35.64 37.34 36.49
1982 01 0.076 269.58 33.30 36.44 34.87
1982 02 0.070 269.26 30.50 37.03 33.76
1982 03 0.066 269.06 28.49 38.33 33.41
1982 04 0.063 269.28 25.78 39.94 32.86
1982 05 0.064 270.09 25.43 39.25 32.34
1982 06 0.071 271.70 28.06 38.20 33.13
1982 07 0.078 273.90 30.89 36.69 33.79
1982 08 0.088 276.15 34.06 34.46 34.26
1982 09 0.100 278.94 36.85 31.12 33.99
1982 10 0.116 281.35 39.68 29.42 34.55
1982 11 0.138 283.45 43.57 27.81 35.69
1982 12 0.158 285.62 45.83 27.69 36.76
1982 13 0.179 287.53 45.89 31.91 38.90
1982 14 0.198 289.19 44.71 35.97 40.34
1982 15 0.217 290.75 43.44 37.89 40.66
1982 16 0.244 292.26 43.20 38.92 41.06
1982 17 0.274 293.53 43.70 44.15 43.92
1982 18 0.308 294.43 46.54 51.02 48.78
1982 19 0.340 295.64 49.04 51.92 50.48
1982 20 0.358 296.90 49.08 49.71 49.39
1982 21 0.365 297.83 49.17 47.87 48.52
1982 22 0.362 298.48 47.91 49.24 48.58
1982 23 0.350 298.87 45.26 53.44 49.35
1982 24 0.335 299.15 42.64 59.92 51.28
1982 25 0.319 299.25 39.99 68.77 54.38
1982 26 0.307 299.29 40.32 74.90 57.61
1982 27 0.294 299.20 40.47 78.33 59.40
1982 28 0.284 299.11 41.78 78.56 60.17
