year week SMN SMT VCI TCI VHI
2012 11 0.099 272.27 34.98 44.11 39.54
2012 12 0.124 276.17 41.05 40.14 40.59
2012 13 0.151 279.90 46.49 36.40 41.44
2012 14 0.179 283.42 50.52 31.03 40.77
2012 15 0.212 286.77 55.28 27.06 41.17
2012 16 0.253 289.80 60.72 24.64 42.68
2012 17 0.299 292.58 67.15 19.86 43.51
2012 18 0.341 294.46 70.95 19.06 45.00
2012 19 0.375 295.70 71.80 21.20 46.50
2012 20 0.398 296.19 67.83 28.30 48.07
2012 21 0.412 296.09 62.17 37.07 49.62
2012 22 0.447 296.99 73.71 31.85 52.78
2012 23 0.464 297.44 77.39 30.00 53.69
2012 24 0.473 297.71 79.47 28.78 54.13
2012 25 0.480 298.03 81.69 26.54 54.11
2012 26 0.482 298.19 82.24 24.61 53.43
2012 27 0.477 298.71 80.20 21.16 50.68
2012 28 0.475 299.00 81.66 20.10 50.88
2012 29 0.465 298.95 78.80 23.22 51.01
2012 30 0.456 298.78 77.32 28.71 53.02
2012 31 0.447 298.50 75.20 31.43 53.32
2012 32 0.437 297.95 73.26 33.71 53.48
2012 33 0.425 296.96 71.48 36.70 54.09
2012 34 0.411 295.94 70.14 37.44 53.79
2012 35 0.398 294.93 71.14 35.91 53.53
2012 36 0.389 294.48 76.52 25.20 50.86
2012 37 0.375 293.81 81.18 17.40 49.29
2012 38 0.353 292.52 80.45 12.63 46.54
2012 39 0.328 290.90 78.24 9.37 43.80
2012 40 0.304 289.25 77.89 7.14 42.51
2012 41 0.278 287.73 76.84 4.02 40.43
2012 42 0.247 285.41 72.07 7.07 39.57
2012 43 0.220 282.60 69.21 13.93 41.57
2012 44 0.196 280.37 68.35 7.86 38.10
2012 45 0.175 277.75 68.59 11.10 39.84
2012 46 0.155 274.83 69.41 17.53 43.47
2012 47 0.130 271.34 65.64 26.45 46.05
2012 48 0.104 266.51 53.83 43.29 48.56
2012 49 0.081 260.61 39.12 60.84 49.98
2012 50 0.063 255.47 29.43 73.00 51.21
2012 51 0.050 252.51 21.58 76.77 49.17
2012 52 0.044 252.06 18.28 74.22 46.25
2013 01 0.039 252.76 15.68 69.40 42.54
2013 02 0.037 253.21 13.96 68.20 41.08
2013 03 0.034 253.13 13.79 70.15 41.97
2013 04 0.033 252.87 14.73 73.32 44.02
2013 05 0.033 254.03 15.68 73.40 44.54
2013 06 0.034 255.55 15.19 73.56 44.37
2013 07 0.037 258.08 15.33 70.04 42.69
2013 08 0.043 260.90 16.98 65.63 41.31
2013 09 0.050 263.51 19.33 62.34 40.84
2013 10 0.059 265.75 19.91 62.36 41.14
2013 11 0.071 267.89 20.96 62.53 41.74
2013 12 0.088 270.46 22.71 64.94 43.82
2013 13 0.111 274.31 25.23 63.96 44.60
2013 14 0.141 278.63 29.47 60.10 44.79
2013 15 0.182 283.54 38.58 51.08 44.83
2013 16 0.231 288.12 49.25 38.36 43.81
2013 17 0.280 291.81 57.70 26.69 42.19
2013 18 0.327 294.21 64.56 21.55 43.05
2013 19 0.362 295.65 66.32 21.92 44.12
2013 20 0.393 296.49 66.45 25.50 45.98
2013 21 0.420 297.09 68.51 27.55 48.03
2013 22 0.443 297.53 71.76 26.73 49.25
2013 23 0.461 297.71 76.79 27.18 51.99
2013 24 0.474 297.91 80.94 26.62 53.78
2013 25 0.482 298.04 83.51 26.21 54.86
2013 26 0.482 297.91 82.29 27.36 54.83
2013 27 0.477 297.67 80.24 32.01 56.12
2013 28 0.468 297.40 78.17 37.11 57.64
2013 29 0.462 297.41 77.51 39.84 58.67
2013 30 0.455 297.64 76.74 40.67 58.71
2013 31 0.441 297.57 72.08 41.28 56.68
2013 32 0.423 297.14 65.50 42.57 54.03
2013 33 0.401 296.28 57.32 44.51 50.91
2013 34 0.370 294.87 46.38 50.96 48.67
2013 35 0.331 292.59 34.92 66.23 50.58
2013 36 0.293 290.38 27.08 76.15 51.61
2013 37 0.262 288.51 24.54 79.78 52.16
2013 38 0.243 286.84 24.61 81.66 53.13
2013 39 0.226 285.59 24.40 77.35 50.87
2013 40 0.213 284.01 25.96 72.89 49.42
2013 41 0.198 283.06 27.28 56.68 41.98
2013 42 0.189 283.17 34.64 28.60 31.62
2013 43 0.174 282.07 40.26 18.58 29.42
2013 44 0.159 280.49 45.03 7.99 26.51
2013 45 0.148 278.92 51.42 5.80 28.61
2013 46 0.140 276.38 60.50 9.23 34.86
2013 47 0.128 273.78 66.44 13.69 40.07
2013 48 0.117 271.72 66.55 19.36 42.96
2013 49 0.106 270.30 62.30 21.61 41.96
2013 50 0.101 269.51 64.54 20.23 42.39
2013 51 0.094 268.33 62.87 18.81 40.84
2013 52 0.089 267.05 62.48 19.95 41.22
2014 01 0.086 265.64 64.96 21.27 43.11
2014 02 0.085 264.15 63.36 25.41 44.38
2014 03 0.085 263.56 62.59 28.79 45.69
2014 04 0.089 264.23 65.00 28.91 46.95
2014 05 0.096 265.88 67.35 28.07 47.71
2014 06 0.105 268.63 68.49 24.09 46.29
2014 07 0.119 271.68 70.30 17.77 44.03
2014 08 0.138 275.13 74.64 10.48 42.56
2014 09 0.161 278.36 80.20 5.50 42.85
2014 10 0.183 281.35 83.62 2.98 43.30
2014 11 0.204 283.75 85.70 1.17 43.43
2014 12 0.222 285.68 86.81 2.51 44.66
2014 13 0.238 287.13 87.73 4.28 46.01
2014 14 0.257 288.41 88.19 5.21 46.70
2014 15 0.280 289.52 87.93 9.79 48.86
2014 16 0.306 290.62 85.88 18.97 52.42
2014 17 0.336 291.72 84.05 27.27 55.66
2014 18 0.361 292.63 81.16 36.34 58.75
2014 19 0.386 293.39 78.65 44.11 61.38
2014 20 0.407 293.82 74.43 52.02 63.23
2014 21 0.427 294.21 73.36 56.07 64.71
2014 22 0.440 294.11 71.42 60.17 65.79
2014 23 0.461 294.88 77.91 54.62 66.26
2014 24 0.473 295.23 81.39 53.08 67.23
2014 25 0.480 295.53 83.10 52.36 67.73
2014 26 0.480 295.68 81.80 51.50 66.65
2014 27 0.482 296.17 82.97 48.60 65.79
2014 28 0.483 296.66 84.95 45.72 65.33
2014 29 0.480 297.19 85.72 42.69 64.21
2014 30 0.475 297.65 85.37 41.04 63.21
2014 31 0.463 297.72 82.50 39.97 61.23
2014 32 0.449 297.50 79.30 38.70 59.00
2014 33 0.432 296.89 74.46 37.56 56.01
2014 34 0.414 296.01 70.91 36.65 53.78
2014 35 0.399 295.12 71.54 33.61 52.58
2014 36 0.387 294.12 74.70 29.90 52.30
2014 37 0.371 293.10 78.45 25.50 51.97
2014 38 0.351 291.83 78.69 19.85 49.27
2014 39 0.326 289.78 76.88 21.33 49.10
2014 40 0.302 287.63 76.52 24.01 50.26
2014 41 0.280 285.61 77.42 22.73 50.07
2014 42 0.254 283.27 75.73 27.51 51.62
2014 43 0.226 281.19 73.41 27.16 50.28
2014 44 0.197 278.92 69.21 19.34 44.27
2014 45 0.168 276.40 64.61 20.46 42.53
2014 46 0.139 273.49 58.70 25.52 42.11
2014 47 0.111 270.62 49.66 30.28 39.97
2014 48 0.092 267.81 42.48 37.43 39.95
2014 49 0.082 265.62 38.88 40.69 39.78
2014 50 0.080 264.88 43.38 38.06 40.72
2014 51 0.081 264.27 48.79 34.29 41.54
2014 52 0.081 263.46 52.66 33.45 43.05
2015 01 0.082 262.78 58.34 32.36 45.35
2015 02 0.082 262.59 57.84 32.01 44.92
2015 03 0.078 263.11 53.41 30.89 42.15
2015 04 0.074 263.74 49.66 30.88 40.27
2015 05 0.072 264.72 46.16 32.48 39.32
2015 06 0.073 266.07 43.19 33.84 38.52
2015 07 0.080 268.04 42.93 31.89 37.41
2015 08 0.091 270.90 46.15 26.90 36.53
2015 09 0.107 273.82 50.70 22.36 36.53
2015 10 0.127 277.25 56.12 16.99 36.55
2015 11 0.151 280.59 61.98 9.17 35.58
2015 12 0.172 282.97 65.04 10.47 37.76
2015 13 0.191 285.08 67.07 11.23 39.15
2015 14 0.212 286.79 67.84 11.82 39.83
2015 15 0.235 288.84 66.91 13.52 40.22
2015 16 0.265 291.31 66.62 14.28 40.45
2015 17 0.301 293.48 67.88 14.07 40.98
2015 18 0.335 295.04 68.13 15.36 41.74
2015 19 0.366 296.17 67.63 17.76 42.70
2015 20 0.398 297.29 68.81 18.46 43.64
2015 21 0.426 298.38 71.91 16.02 43.96
2015 22 0.445 298.98 74.13 14.34 44.24
2015 23 0.463 299.54 78.48 12.33 45.41
2015 24 0.474 299.57 80.29 13.29 46.79
2015 25 0.480 299.50 80.49 14.42 47.45
2015 26 0.478 299.47 78.06 14.63 46.34
2015 27 0.476 299.46 76.54 16.23 46.39
2015 28 0.472 299.58 76.46 16.76 46.61
2015 29 0.468 299.69 77.22 17.85 47.54
2015 30 0.462 299.98 77.50 18.26 47.88
2015 31 0.452 300.28 75.61 15.43 45.52
2015 32 0.434 300.32 69.72 12.26 40.99
2015 33 0.414 300.02 63.63 8.71 36.17
2015 34 0.390 299.20 56.77 7.00 31.89
2015 35 0.365 297.98 52.13 6.71 29.42
2015 36 0.344 296.63 51.68 6.83 29.25
2015 37 0.327 294.83 54.82 9.42 32.12
2015 38 0.313 292.53 57.71 14.14 35.93
2015 39 0.296 290.28 58.65 17.29 37.97
2015 40 0.276 288.04 58.79 20.54 39.67
2015 41 0.251 285.16 57.49 28.84 43.16
2015 42 0.222 282.49 54.48 36.97 45.73
2015 43 0.192 279.47 50.85 44.27 47.56
2015 44 0.161 276.44 45.09 40.62 42.85
2015 45 0.128 272.96 35.40 43.35 39.37
2015 46 0.108 269.50 32.79 47.29 40.04
2015 47 0.095 266.70 35.19 48.94 42.06
2015 48 0.087 265.03 37.24 48.72 42.98
2015 49 0.081 264.36 37.75 44.78 41.27
2015 50 0.080 263.08 43.04 43.99 43.51
2015 51 0.077 260.70 46.65 46.79 46.72
2015 52 0.077 259.24 50.68 47.73 49.20
2016 01 0.075 257.11 54.45 51.85 53.15
2016 02 0.071 254.94 50.41 59.32 54.86
2016 03 0.072 254.09 50.17 62.76 56.47
2016 04 0.076 255.38 52.78 59.95 56.37
2016 05 0.078 258.58 51.62 53.00 52.31
2016 06 0.082 262.38 49.93 45.50 47.71
2016 07 0.092 266.35 51.02 36.62 43.82
2016 08 0.101 269.54 52.09 31.12 41.60
2016 09 0.112 272.61 53.97 26.53 40.25
2016 10 0.124 275.79 54.56 22.67 38.62
2016 11 0.141 278.73 56.70 16.86 36.78
2016 12 0.160 281.54 58.77 16.64 37.70
2016 13 0.179 284.35 60.52 14.98 37.75
2016 14 0.199 286.51 60.84 13.55 37.19
2016 15 0.226 288.65 62.15 14.51 38.33
2016 16 0.259 290.72 63.28 18.05 40.67
2016 17 0.291 291.83 62.83 25.92 44.37
2016 18 0.315 292.10 58.25 41.24 49.74
2016 19 0.341 292.82 54.45 49.61 52.03
2016 20 0.365 293.53 50.59 54.82 52.71
2016 21 0.385 293.85 48.28 59.51 53.89
2016 22 0.406 294.34 49.87 57.60 53.73
2016 23 0.428 295.07 56.12 52.45 54.28
2016 24 0.446 295.79 63.94 47.03 55.49
2016 25 0.460 296.49 71.16 42.07 56.61
2016 26 0.465 296.72 73.08 40.01 56.54
2016 27 0.470 297.38 76.27 35.32 55.80
2016 28 0.475 298.24 80.91 28.53 54.72
2016 29 0.471 298.55 81.09 27.80 54.45
2016 30 0.461 298.64 79.13 30.27 54.70
2016 31 0.449 298.67 75.75 29.56 52.66
2016 32 0.436 298.58 72.27 26.85 49.56
2016 33 0.421 298.41 68.77 20.36 44.57
2016 34 0.403 297.67 64.88 16.89 40.88
2016 35 0.380 296.73 61.24 14.59 37.92
2016 36 0.357 295.89 59.10 10.43 34.76
2016 37 0.325 294.03 55.02 15.03 35.03
2016 38 0.293 291.62 48.45 22.63 35.54
2016 39 0.251 287.81 35.87 49.12 42.50
2016 40 0.212 284.31 24.61 68.08 46.35
2016 41 0.178 280.99 16.56 78.10 47.33
2016 42 0.144 276.85 10.11 88.95 49.53
2016 43 0.115 273.19 7.44 89.62 48.53
2016 44 0.095 270.11 6.96 84.11 45.53
2016 45 0.078 267.10 5.41 80.02 42.71
2016 46 0.068 264.03 5.77 78.21 41.99
2016 47 0.060 261.32 7.94 76.46 42.20
2016 48 0.058 260.59 13.83 69.81 41.82
2016 49 0.059 260.85 19.97 60.35 40.16
2016 50 0.057 260.47 24.03 55.54 39.78
2016 51 0.056 260.00 28.36 51.06 39.71
2016 52 0.055 259.34 30.75 49.22 39.99
2017 01 0.055 260.15 33.46 42.70 38.08
2017 02 0.055 260.49 34.06 40.61 37.34
2017 03 0.056 260.92 35.08 39.90 37.49
2017 04 0.057 261.32 35.38 40.71 38.05
2017 05 0.057 261.72 33.83 44.18 39.01
2017 06 0.057 262.00 30.92 49.41 40.16
2017 07 0.056 262.26 27.34 54.10 40.72
2017 08 0.059 262.40 26.41 58.90 42.65
