year week SMN SMT VCI TCI VHI
1981 35 0.245 289.43 5.39 89.59 47.49
1981 36 0.251 290.09 11.33 76.44 43.88
1981 37 0.255 290.35 21.33 59.09 40.21
1981 38 0.259 290.22 32.32 40.28 36.30
1981 39 0.261 289.44 42.58 25.49 34.04
1981 40 0.258 287.96 51.72 19.61 35.66
1981 41 0.248 285.56 59.17 23.08 41.12
1981 42 0.231 282.51 62.97 36.38 49.67
1981 43 0.205 279.30 60.99 46.27 53.63
1981 44 0.171 275.89 54.70 46.53 50.61
1981 45 0.140 272.61 46.99 47.46 47.23
1981 46 0.118 270.02 45.05 45.85 45.45
1981 47 0.103 267.56 47.47 45.21 46.34
1981 48 0.093 265.80 48.46 45.53 47.00
1981 49 0.084 264.25 46.39 45.93 46.16
1981 50 0.080 262.58 50.40 47.36 48.88
1981 51 0.077 261.38 52.39 45.97 49.18
1981 52 0.074 261.23 54.40 42.40 48.40
1982 01 0.077 262.50 61.42 34.11 47.76
1982 02 0.084 264.78 67.23 24.00 45.62
1982 03 0.086 265.88 67.65 20.41 44.03
1982 04 0.084 266.90 65.13 19.09 42.11
1982 05 0.078 266.89 55.58 25.02 40.30
1982 06 0.074 267.40 46.31 29.78 38.04
1982 07 0.072 268.56 39.36 30.87 35.11
1982 08 0.073 269.94 35.92 31.50 33.71
1982 09 0.075 271.37 33.32 32.62 32.97
1982 10 0.080 273.17 30.70 33.84 32.27
1982 11 0.092 275.25 31.51 32.31 31.91
1982 12 0.105 277.25 31.32 36.25 33.78
1982 13 0.115 278.87 27.75 42.18 34.96
1982 14 0.124 280.35 21.70 49.95 35.82
1982 15 0.136 281.65 14.57 63.44 39.01
1982 16 0.162 283.34 13.11 74.74 43.93
1982 17 0.196 285.43 15.05 81.38 48.22
1982 18 0.253 288.41 26.76 77.52 52.14
1982 19 0.306 290.87 36.29 69.82 53.06
1982 20 0.344 292.39 39.93 66.86 53.40
1982 21 0.370 292.89 40.35 69.42 54.88
1982 22 0.385 292.87 37.51 72.23 54.87
1982 23 0.391 292.79 32.86 74.89 53.87
1982 24 0.391 292.69 28.93 78.15 53.54
1982 25 0.390 292.63 26.52 82.49 54.51
1982 26 0.388 292.56 24.63 84.99 54.81
1982 27 0.391 292.92 27.50 83.86 55.68
1982 28 0.396 293.41 35.44 81.24 58.34
1982 29 0.401 293.84 43.99 79.66 61.82
1982 30 0.398 294.02 47.81 79.63 63.72
1982 31 0.395 294.33 48.91 76.11 62.51
1982 32 0.389 294.52 47.91 71.25 59.58
1982 33 0.385 294.49 49.40 65.27 57.34
1982 34 0.381 294.34 54.26 57.31 55.78
1982 35 0.377 293.86 61.34 49.22 55.28
1982 36 0.369 293.13 67.77 41.74 54.76
1982 37 0.353 292.07 71.33 37.75 54.54
1982 38 0.338 290.49 74.27 36.85 55.56
1982 39 0.314 288.69 72.48 36.12 54.30
1982 40 0.282 286.76 66.92 35.47 51.20
1982 41 0.246 284.72 57.93 34.19 46.06
1982 42 0.213 282.78 50.97 33.15 42.06
1982 43 0.187 280.67 49.75 32.29 41.02
1982 44 0.166 278.85 50.45 19.94 35.20
1982 45 0.142 277.07 47.39 15.58 31.48
1982 46 0.124 274.88 48.69 17.14 32.91
1982 47 0.105 272.56 47.66 20.03 33.85
1982 48 0.088 269.78 42.81 28.37 35.59
1982 49 0.071 266.91 33.31 35.51 34.41
1982 50 0.061 264.20 29.10 40.93 35.02
1982 51 0.060 262.45 33.61 41.46 37.54
1982 52 0.058 261.91 35.67 39.35 37.51
1983 01 0.056 262.28 36.50 34.43 35.47
1983 02 0.056 262.95 35.56 30.71 33.14
1983 03 0.058 263.67 38.44 28.74 33.59
1983 04 0.061 264.19 42.13 29.49 35.81
1983 05 0.061 264.16 40.42 35.20 37.81
1983 06 0.059 264.10 35.26 41.97 38.61
1983 07 0.060 264.66 31.77 45.78 38.77
1983 08 0.064 265.74 30.65 48.16 39.41
1983 09 0.072 267.32 31.86 49.02 40.44
1983 10 0.084 269.56 33.54 48.76 41.15
1983 11 0.099 272.46 35.78 44.52 40.15
1983 12 0.119 275.73 38.70 43.18 40.94
1983 13 0.144 279.21 42.99 40.88 41.93
1983 14 0.171 282.30 46.85 38.83 42.84
1983 15 0.203 285.11 50.88 39.58 45.23
1983 16 0.235 287.26 52.00 45.13 48.56
1983 17 0.272 289.54 54.20 46.36 50.28
1983 18 0.306 291.30 54.32 49.04 51.68
1983 19 0.336 292.72 53.39 50.50 51.94
1983 20 0.360 293.80 49.64 52.32 50.98
1983 21 0.375 294.32 44.37 55.00 49.69
1983 22 0.392 294.81 43.05 53.17 48.11
1983 23 0.398 294.73 39.10 55.96 47.53
1983 24 0.393 294.25 31.22 62.68 46.95
1983 25 0.389 294.21 26.93 66.10 46.52
1983 26 0.388 294.42 25.50 65.14 45.32
1983 27 0.382 294.47 22.63 67.02 44.82
1983 28 0.366 294.20 17.63 72.54 45.09
1983 29 0.346 293.94 12.80 77.90 45.35
1983 30 0.329 293.85 10.93 80.46 45.70
1983 31 0.326 293.83 12.15 80.49 46.32
1983 32 0.332 293.94 15.79 77.20 46.50
1983 33 0.338 293.99 22.28 70.96 46.62
1983 34 0.338 294.05 29.75 60.94 45.34
1983 35 0.340 294.29 41.37 43.62 42.49
1983 36 0.328 293.48 46.42 37.27 41.85
1983 37 0.309 292.27 48.65 35.22 41.94
1983 38 0.289 290.80 48.18 32.65 40.42
1983 39 0.265 288.63 45.38 36.99 41.18
1983 40 0.244 286.68 43.28 36.39 39.83
1983 41 0.219 284.43 39.96 38.03 39.00
1983 42 0.194 281.82 38.05 44.77 41.41
1983 43 0.167 279.49 36.18 44.28 40.23
1983 44 0.139 276.52 33.01 40.76 36.89
1983 45 0.115 273.48 28.77 41.68 35.22
1983 46 0.094 270.66 25.08 42.91 33.99
1983 47 0.080 267.93 25.95 44.33 35.14
1983 48 0.073 265.91 29.74 45.91 37.83
1983 49 0.066 264.07 28.23 47.12 37.67
1983 50 0.063 262.41 32.09 48.13 40.11
1983 51 0.059 260.46 33.30 49.50 41.40
1983 52 0.055 258.35 33.52 53.19 43.36
1984 01 0.054 257.40 34.81 53.27 44.04
1984 02 0.053 256.92 33.92 54.54 44.23
1984 03 0.053 256.31 34.26 58.03 46.14
1984 04 0.052 256.58 34.06 59.33 46.70
1984 05 0.050 257.08 31.09 62.38 46.74
1984 06 0.048 257.53 26.79 66.79 46.79
1984 07 0.047 258.04 22.98 70.71 46.85
1984 08 0.048 258.42 20.48 75.50 47.99
1984 09 0.049 260.45 18.95 74.60 46.78
1984 10 0.055 263.76 18.04 70.89 44.47
1984 11 0.065 267.79 17.97 63.73 40.85
1984 12 0.079 272.25 18.58 58.13 38.36
1984 13 0.098 277.17 19.33 50.32 34.82
1984 14 0.120 281.63 19.45 42.06 30.76
1984 15 0.146 284.85 19.89 40.77 30.33
1984 16 0.172 286.89 18.60 47.47 33.03
1984 17 0.203 288.94 18.54 51.49 35.01
1984 18 0.240 290.52 19.74 57.01 38.37
1984 19 0.281 291.47 23.08 63.45 43.26
1984 20 0.319 291.94 26.22 71.00 48.61
1984 21 0.350 292.04 29.15 77.59 53.37
1984 22 0.370 291.84 29.50 81.97 55.74
1984 23 0.382 291.37 29.09 88.17 58.63
1984 24 0.390 291.22 30.31 92.11 61.21
1984 25 0.399 291.55 34.13 93.29 63.71
1984 26 0.403 291.70 35.33 93.93 64.63
1984 27 0.405 292.00 37.12 93.63 65.37
1984 28 0.404 292.45 41.00 91.71 66.35
1984 29 0.402 293.00 44.84 88.47 66.65
1984 30 0.396 293.36 46.70 86.20 66.45
1984 31 0.380 293.22 40.77 87.53 64.15
1984 32 0.365 293.11 34.15 86.48 60.32
1984 33 0.351 292.75 29.06 85.13 57.10
1984 34 0.335 292.20 27.18 84.02 55.60
1984 35 0.313 291.08 25.37 85.40 55.38
1984 36 0.289 289.85 24.67 84.32 54.49
1984 37 0.268 289.04 26.21 77.12 51.66
1984 38 0.248 287.88 25.67 72.82 49.25
1984 39 0.226 286.33 22.95 70.21 46.58
1984 40 0.213 284.84 24.14 62.51 43.33
1984 41 0.202 282.99 28.63 57.44 43.04
1984 42 0.190 281.30 35.22 51.10 43.16
1984 43 0.173 279.49 40.52 44.26 42.39
1984 44 0.150 277.00 40.40 37.04 38.72
1984 45 0.130 273.86 39.65 39.36 39.51
1984 46 0.108 271.06 36.61 40.44 38.52
1984 47 0.092 269.02 36.13 38.77 37.45
1984 48 0.083 267.44 37.69 39.42 38.56
1984 49 0.079 267.96 39.61 31.45 35.53
1985 09 0.054 266.23 20.01 50.94 35.47
1985 10 0.053 266.83 16.47 57.77 37.12
1985 11 0.060 269.25 15.20 56.69 35.95
1985 12 0.074 272.74 15.81 55.36 35.58
1985 13 0.099 277.40 19.47 48.87 34.17
1985 14 0.131 281.49 24.88 42.84 33.86
1985 15 0.166 284.66 30.76 42.39 36.58
1985 16 0.201 287.25 34.20 45.01 39.61
1985 17 0.239 289.65 37.15 45.37 41.26
1985 18 0.273 291.20 37.24 50.04 43.64
1985 19 0.310 292.76 38.65 50.15 44.40
1985 20 0.337 293.77 35.38 52.48 43.93
1985 21 0.358 293.96 32.93 58.50 45.71
1985 22 0.375 294.01 31.24 60.96 46.10
1985 23 0.384 293.55 28.31 67.45 47.88
1985 24 0.387 292.97 26.35 75.48 50.91
1985 25 0.390 293.03 27.08 78.52 52.80
1985 26 0.390 293.22 26.56 78.25 52.41
1985 27 0.390 293.45 27.41 78.40 52.90
1985 28 0.386 293.70 29.73 78.19 53.96
1985 29 0.386 294.20 35.67 75.22 55.45
1985 30 0.386 294.92 41.47 69.43 55.45
1985 31 0.387 295.90 44.51 58.63 51.57
1985 32 0.388 296.59 47.60 47.85 47.72
1985 33 0.380 296.94 47.39 36.01 41.70
1985 34 0.362 296.73 43.97 26.55 35.26
1985 35 0.340 295.84 41.20 23.15 32.17
1985 36 0.316 294.12 39.68 28.77 34.22
1985 37 0.292 292.20 39.59 35.95 37.77
1985 38 0.270 290.39 37.80 38.09 37.94
1985 39 0.248 288.24 35.34 42.24 38.79
1985 40 0.223 285.66 30.97 50.67 40.82
1985 41 0.205 283.09 31.21 55.90 43.55
1985 42 0.187 280.73 33.35 57.67 45.51
1985 43 0.169 278.31 37.63 56.18 46.91
1985 44 0.152 275.49 40.95 50.66 45.81
1985 45 0.129 272.00 37.95 53.22 45.58
1985 46 0.095 267.60 24.91 61.95 43.43
1985 47 0.066 263.99 13.02 65.30 39.16
1985 48 0.050 260.11 7.35 72.59 39.97
1985 49 0.043 256.40 6.25 78.18 42.21
1985 50 0.038 253.30 5.82 82.59 44.21
1985 51 0.034 250.81 6.18 84.81 45.50
1985 52 0.030 248.61 6.13 87.11 46.62
1986 01 0.028 247.71 4.10 87.33 45.72
1986 02 0.028 248.66 6.33 85.26 45.80
1986 03 0.029 251.27 9.76 77.99 43.88
1986 04 0.028 253.63 11.19 71.64 41.42
1986 05 0.028 254.89 11.52 71.40 41.46
1986 06 0.028 256.50 10.68 71.54 41.11
1986 07 0.027 258.91 8.71 68.71 38.71
1986 08 0.028 261.67 8.09 64.41 36.25
1986 09 0.032 264.21 8.79 61.24 35.02
1986 10 0.036 266.87 7.76 59.19 33.47
1986 11 0.048 270.73 8.95 51.35 30.15
1986 12 0.066 275.25 11.34 44.51 27.93
1986 13 0.091 279.55 15.18 38.13 26.65
1986 14 0.125 283.59 21.84 29.44 25.64
1986 15 0.164 287.47 29.80 21.07 25.44
1986 16 0.203 290.41 35.29 19.02 27.15
1986 17 0.249 292.73 42.55 17.48 30.02
1986 18 0.300 294.57 51.53 16.73 34.13
1986 19 0.340 296.14 54.91 16.06 35.49
1986 20 0.375 297.70 57.42 13.10 35.26
1986 21 0.402 298.57 59.34 12.68 36.01
1986 22 0.419 298.72 59.95 14.83 37.39
1986 23 0.423 298.58 55.46 18.40 36.93
1986 24 0.422 298.34 50.37 21.93 36.15
1986 25 0.422 298.32 48.02 22.92 35.47
1986 26 0.412 297.74 40.34 28.85 34.59
1986 27 0.401 296.89 33.94 40.25 37.09
1986 28 0.389 296.47 31.41 47.18 39.29
1986 29 0.382 296.69 32.94 47.27 40.11
1986 30 0.378 296.91 36.32 47.67 42.00
1986 31 0.370 296.80 34.87 48.68 41.78
1986 32 0.361 296.04 32.16 54.03 43.10
1986 33 0.358 295.58 34.06 52.43 43.25
1986 34 0.348 294.63 35.30 53.93 44.61
1986 35 0.337 293.65 38.73 52.51 45.62
1986 36 0.324 292.13 42.71 55.36 49.04
1986 37 0.314 290.27 50.12 61.84 55.98
1986 38 0.302 288.42 54.43 66.41 60.42
1986 39 0.286 286.49 56.07 68.89 62.48
1986 40 0.267 284.57 56.92 66.99 61.95
1986 41 0.246 282.98 57.61 58.22 57.91
1986 42 0.223 281.57 57.15 48.17 52.66
1986 43 0.192 279.60 52.41 43.42 47.91
1986 44 0.152 276.46 41.38 41.72 41.55
1986 45 0.122 273.85 33.25 39.17 36.21
1986 46 0.096 271.87 26.95 35.43 31.19
1986 47 0.078 269.60 24.17 35.58 29.88
1986 48 0.063 267.38 20.46 39.32 29.89
1986 49 0.052 264.83 15.51 44.09 29.80
1986 50 0.045 261.65 13.22 51.00 32.11
1986 51 0.040 258.31 12.83 57.65 35.24
1986 52 0.038 255.71 14.07 62.91 38.49
1987 01 0.034 253.57 10.96 68.03 39.49
1987 02 0.032 252.73 9.72 71.94 40.83
1987 03 0.033 252.52 13.71 74.75 44.23
1987 04 0.032 252.71 13.79 76.30 45.05
1987 05 0.029 252.77 11.29 80.33 45.81
1987 06 0.028 253.13 10.23 84.82 47.52
1987 07 0.029 254.50 9.63 85.80 47.72
1987 08 0.032 255.81 10.35 87.25 48.80
1987 09 0.035 257.21 10.42 88.67 49.55
1987 10 0.036 258.67 7.64 91.94 49.79
1987 11 0.041 260.63 5.41 94.24 49.83
1987 12 0.051 263.75 4.29 94.97 49.63
1987 13 0.069 267.98 3.85 94.98 49.42
1987 14 0.093 272.63 4.90 94.97 49.94
1987 15 0.124 277.22 7.46 95.41 51.43
1987 16 0.156 281.07 9.33 94.33 51.83
1987 17 0.189 284.57 10.51 90.63 50.57
1987 18 0.224 287.20 10.81 89.37 50.09
1987 19 0.270 288.96 16.41 88.33 52.37
1987 20 0.315 290.89 23.27 81.43 52.35
1987 21 0.355 292.55 31.49 72.51 52.00
1987 22 0.388 293.65 40.24 64.53 52.39
1987 23 0.409 294.18 46.55 61.35 53.95
1987 24 0.428 294.96 55.03 55.63 55.33
1987 25 0.443 295.51 62.58 52.47 57.52
1987 26 0.452 295.87 67.22 49.25 58.23
1987 27 0.453 296.23 67.98 47.82 57.90
1987 28 0.443 296.32 65.03 49.24 57.13
1987 29 0.423 296.06 56.90 55.12 56.01
1987 30 0.401 295.37 48.66 65.31 56.98
1987 31 0.381 294.16 40.62 78.02 59.32
1987 32 0.371 293.24 36.94 85.47 61.20
1987 33 0.363 292.43 36.03 89.30 62.66
1987 34 0.357 291.81 39.62 89.46 64.54
1987 35 0.349 291.10 44.83 85.98 65.40
1987 36 0.340 290.15 51.50 81.34 66.42
1987 37 0.326 289.12 56.93 76.76 66.85
1987 38 0.308 287.81 57.89 74.54 66.22
1987 39 0.288 286.29 57.46 71.56 64.51
1987 40 0.268 285.04 57.83 60.21 59.02
1987 41 0.246 282.93 57.78 58.75 58.26
1987 42 0.218 280.46 54.37 61.56 57.96
1987 43 0.186 278.26 48.54 57.04 52.79
1987 44 0.153 275.27 42.36 52.86 47.61
1987 45 0.123 272.64 34.49 48.50 41.50
1987 46 0.094 270.44 25.48 44.52 35.00
1987 47 0.073 268.36 19.50 42.36 30.93
1987 48 0.059 266.43 16.01 43.79 29.90
1987 49 0.053 265.06 16.24 43.27 29.76
1987 50 0.048 264.33 17.11 40.62 28.87
1987 51 0.044 263.46 18.24 37.83 28.03
1987 52 0.043 262.61 20.74 37.08 28.91
1988 01 0.043 262.16 22.42 35.16 28.79
1988 02 0.044 260.98 23.74 39.00 31.37
1988 03 0.044 260.51 25.32 41.95 33.64
1988 04 0.044 260.73 27.17 43.52 35.34
1988 05 0.047 260.17 29.00 50.80 39.90
1988 06 0.050 260.61 28.56 55.04 41.80
1988 07 0.049 260.96 24.62 59.00 41.81
1988 08 0.049 261.71 21.95 62.55 42.25
1988 09 0.053 262.73 21.47 65.83 43.65
1988 10 0.058 264.75 19.94 67.08 43.51
1988 11 0.067 267.64 19.27 64.43 41.85
1988 12 0.076 270.92 17.12 64.07 40.59
1988 13 0.090 274.73 15.21 62.74 38.97
1988 14 0.112 278.72 15.31 59.98 37.64
1988 15 0.138 281.23 15.65 67.11 41.38
1988 16 0.167 283.65 15.95 73.45 44.70
1988 17 0.196 285.57 15.61 80.29 47.95
1988 18 0.231 287.60 16.12 83.21 49.67
1988 19 0.266 289.57 16.95 81.04 48.99
1988 20 0.298 291.12 16.99 78.18 47.59
1988 21 0.323 291.86 16.25 78.25 47.25
1988 22 0.346 292.28 17.74 76.84 47.29
1988 23 0.368 292.67 21.50 75.09 48.30
1988 24 0.389 293.18 29.67 72.73 51.20
1988 25 0.398 293.30 33.37 74.73 54.05
1988 26 0.406 293.84 37.52 70.83 54.18
1988 27 0.417 294.78 45.28 63.51 54.39
1988 28 0.424 295.33 53.97 59.97 56.97
1988 29 0.427 295.61 59.56 59.54 59.55
1988 30 0.423 295.58 61.24 62.44 61.84
1988 31 0.414 295.19 59.52 66.56 63.04
1988 32 0.408 295.18 58.68 63.99 61.33
1988 33 0.394 295.12 55.23 57.95 56.59
1988 34 0.369 294.14 47.08 60.15 53.61
1988 35 0.344 293.04 42.69 60.50 51.60
1988 36 0.321 291.68 41.76 61.05 51.41
1988 37 0.297 290.35 41.36 60.44 50.90
1988 38 0.271 289.00 38.24 57.88 48.06
1988 39 0.252 287.74 37.21 50.29 43.75
1988 40 0.242 286.54 41.96 38.72 40.34
1988 41 0.220 283.09 41.05 56.42 48.74
1988 42 0.204 280.58 44.83 59.87 52.35
1988 43 0.181 276.97 45.48 69.38 57.43
1988 44 0.152 272.81 41.68 72.87 57.28
1988 45 0.126 269.16 36.36 71.03 53.69
1988 46 0.104 266.03 32.75 68.35 50.55
1988 47 0.084 263.26 28.12 66.83 47.47
1988 48 0.071 261.50 25.87 65.51 45.69
1988 49 0.062 260.08 23.81 63.38 43.60
1988 50 0.056 259.64 22.53 58.71 40.62
1988 51 0.054 259.82 25.51 51.59 38.55
1988 52 0.053 260.69 28.76 43.89 36.33
1989 01 0.055 262.20 32.95 34.59 33.77
1989 02 0.060 264.31 38.07 25.22 31.65
1989 03 0.064 266.79 42.85 16.12 29.49
1989 04 0.070 269.07 49.02 10.09 29.56
1989 05 0.078 270.90 54.05 9.04 31.54
1989 06 0.088 272.57 56.40 9.39 32.90
1989 07 0.098 274.04 57.08 8.99 33.04
1989 08 0.108 275.80 57.75 8.01 32.88
1989 09 0.118 277.64 58.01 7.84 32.92
1989 10 0.132 279.31 59.23 9.34 34.28
1989 11 0.147 281.12 60.22 7.71 33.97
1989 12 0.167 282.94 63.02 11.39 37.21
1989 13 0.190 284.87 67.56 13.01 40.29
1989 14 0.214 286.81 70.11 12.29 41.20
1989 15 0.238 288.65 69.91 14.80 42.35
1989 16 0.262 290.11 65.96 22.65 44.31
1989 17 0.290 291.43 63.51 29.58 46.54
1989 18 0.325 292.62 64.64 35.98 50.31
1989 19 0.357 293.41 64.73 43.35 54.04
1989 20 0.385 293.84 63.47 51.53 57.50
1989 21 0.404 294.57 61.56 52.14 56.85
1989 22 0.409 294.85 53.79 52.53 53.16
1989 23 0.405 294.80 43.22 55.08 49.15
1989 24 0.401 294.96 35.84 55.51 45.68
1989 25 0.398 295.09 32.00 56.82 44.41
1989 26 0.402 295.57 34.28 52.43 43.36
1989 27 0.400 295.96 34.03 50.61 42.32
1989 28 0.386 296.10 29.91 51.24 40.57
1989 29 0.368 295.89 25.30 56.10 40.70
1989 30 0.351 295.42 22.04 63.60 42.82
1989 31 0.349 295.70 24.10 60.52 42.31
1989 32 0.351 296.13 26.45 53.05 39.75
1989 33 0.342 295.40 25.82 54.40 40.11
1989 34 0.334 294.53 28.82 54.81 41.81
1989 35 0.322 293.44 32.09 54.52 43.30
1989 36 0.309 292.04 36.62 55.71 46.17
1989 37 0.291 290.52 39.25 57.49 48.37
1989 38 0.273 288.39 40.00 65.29 52.64
1989 39 0.268 287.23 46.80 57.02 51.91
1989 40 0.263 286.21 55.79 43.08 49.44
1989 41 0.248 284.65 59.48 35.09 47.28
1989 42 0.229 282.70 61.84 34.16 48.00
1989 43 0.210 280.43 65.28 34.73 50.01
1989 44 0.200 278.86 73.99 19.82 46.90
1989 45 0.178 277.31 74.75 13.69 44.22
1989 46 0.144 274.28 67.07 20.80 43.94
1989 47 0.117 271.53 59.28 25.46 42.37
1989 48 0.098 269.51 52.60 29.64 41.12
1989 49 0.089 268.18 49.52 30.43 39.98
1989 50 0.077 266.13 45.23 33.44 39.34
1989 51 0.072 265.39 45.35 30.19 37.77
1989 52 0.075 266.15 52.41 23.44 37.93
1990 01 0.078 266.90 59.33 16.55 37.94
1990 02 0.081 267.84 61.86 11.07 36.47
1990 03 0.086 268.72 65.17 8.09 36.63
1990 04 0.092 270.17 69.84 5.25 37.54
1990 05 0.101 272.08 73.43 3.95 38.69
1990 06 0.112 274.08 74.91 3.22 39.07
1990 07 0.129 275.51 78.66 3.10 40.88
1990 08 0.148 277.22 82.80 2.31 42.56
1990 09 0.169 279.16 86.72 1.69 44.20
1990 10 0.190 281.35 90.55 0.83 45.69
1990 11 0.207 282.32 90.91 1.90 46.41
1990 12 0.222 284.99 90.40 1.80 46.10
1990 13 0.229 286.91 87.10 2.37 44.74
1990 14 0.236 287.87 81.75 5.18 43.46
1990 15 0.248 288.38 75.16 16.10 45.63
1990 16 0.264 288.50 66.93 35.47 51.20
1990 17 0.290 289.10 63.25 50.68 56.97
1990 18 0.327 290.04 65.82 61.96 63.89
1990 19 0.355 290.86 64.03 69.79 66.91
1990 20 0.373 291.40 57.60 76.45 67.03
1990 21 0.378 291.39 46.70 83.69 65.19
1990 22 0.383 291.50 38.46 84.98 61.72
1990 23 0.393 292.08 36.58 81.24 58.91
1990 24 0.404 292.82 39.01 76.53 57.77
1990 25 0.412 293.98 42.04 68.31 55.18
1990 26 0.411 294.54 40.52 63.65 52.09
1990 27 0.408 294.68 39.10 64.77 51.94
1990 28 0.404 294.60 40.78 68.19 54.49
1990 29 0.391 294.41 38.57 73.24 55.90
1990 30 0.377 294.17 35.88 77.75 56.81
1990 31 0.370 294.20 35.05 77.38 56.22
1990 32 0.364 294.33 33.02 73.44 53.23
1990 33 0.354 293.98 31.01 71.35 51.18
1990 34 0.342 293.12 31.03 72.89 51.96
1990 35 0.323 291.92 30.64 74.92 52.78
1990 36 0.303 290.33 32.30 78.47 55.39
1990 37 0.285 288.98 35.71 77.73 56.72
1990 38 0.273 287.98 39.71 71.33 55.52
1990 39 0.261 286.85 43.28 62.71 52.99
1990 40 0.246 285.68 45.12 50.52 47.82
1990 41 0.229 284.39 46.83 38.04 42.43
1990 42 0.201 282.71 43.36 33.67 38.51
1990 43 0.166 279.12 35.79 48.10 41.94
1990 44 0.137 275.87 32.05 47.09 39.57
1990 45 0.115 273.80 28.70 39.63 34.16
1990 46 0.100 271.39 29.78 38.29 34.03
1990 47 0.092 269.49 35.89 36.23 36.06
1990 48 0.083 267.74 36.70 37.95 37.33
1990 49 0.077 266.44 37.10 37.56 37.33
1990 50 0.077 265.85 42.85 34.32 38.58
1990 51 0.078 265.70 49.31 28.72 39.02
1990 52 0.081 265.92 56.68 24.02 40.35
1991 01 0.087 266.42 68.77 18.14 43.45
1991 02 0.097 267.10 77.79 13.80 45.79
1991 03 0.100 267.25 78.77 13.83 46.30
1991 04 0.093 265.62 71.55 23.45 47.50
1991 05 0.080 265.43 56.54 29.88 43.21
1991 06 0.069 266.04 42.61 34.03 38.32
1991 07 0.061 265.99 31.79 39.59 35.69
1991 08 0.058 266.85 26.52 42.20 34.36
1991 09 0.057 267.76 23.43 45.30 34.36
1991 10 0.059 269.39 19.89 47.55 33.72
1991 11 0.065 271.90 17.77 45.01 31.39
1991 12 0.076 275.41 16.94 42.95 29.94
1991 13 0.090 279.04 14.99 40.43 27.71
1991 14 0.103 281.55 10.01 42.60 26.31
1991 15 0.125 283.52 8.45 50.85 29.65
1991 16 0.154 285.25 9.25 61.21 35.23
1991 17 0.188 286.46 10.83 73.81 42.32
1991 18 0.232 288.36 15.59 78.11 46.85
1991 19 0.274 289.54 19.70 82.76 51.23
1991 20 0.316 290.45 24.64 85.80 55.22
1991 21 0.352 291.58 29.73 81.85 55.79
1991 22 0.381 292.45 35.79 75.98 55.88
1991 23 0.407 293.21 44.39 70.56 57.47
1991 24 0.429 294.36 55.03 61.41 58.22
1991 25 0.447 295.55 64.93 51.67 58.30
1991 26 0.452 296.15 67.55 45.90 56.72
1991 27 0.442 295.78 61.92 52.31 57.11
1991 28 0.431 295.40 58.25 58.97 58.61
1991 29 0.418 295.18 54.67 64.20 59.43
1991 30 0.408 294.93 53.72 69.22 61.47
1991 31 0.397 294.58 50.13 72.97 61.55
1991 32 0.385 294.15 45.91 75.15 60.53
1991 33 0.376 293.83 44.87 72.86 58.87
1991 34 0.369 293.69 48.04 65.42 56.73
1991 35 0.358 293.22 50.87 57.70 54.29
1991 36 0.340 292.14 52.05 54.87 53.46
1991 37 0.327 291.33 57.65 47.48 52.56
1991 38 0.317 291.02 63.34 29.56 46.45
1991 39 0.299 289.56 64.16 23.31 43.73
1991 40 0.273 287.44 61.22 25.70 43.46
1991 41 0.243 285.12 56.34 28.28 42.31
1991 42 0.213 281.84 51.00 44.28 47.64
1991 43 0.179 278.10 44.41 58.44 51.42
1991 44 0.137 274.01 31.96 63.59 47.77
1991 45 0.105 270.33 21.89 64.92 43.40
1991 46 0.086 268.22 19.74 57.96 38.85
1991 47 0.075 266.42 22.41 52.29 37.35
1991 48 0.067 264.81 24.10 51.00 37.55
1991 49 0.058 263.36 20.92 50.21 35.57
1991 50 0.058 263.23 27.01 45.00 36.00
1991 51 0.061 264.08 34.77 35.52 35.15
1991 52 0.059 264.32 36.81 30.72 33.76
1992 01 0.060 264.20 39.60 27.35 33.47
1992 02 0.061 264.52 40.51 24.68 32.60
1992 03 0.063 264.78 43.31 24.43 33.87
1992 04 0.065 265.05 45.67 26.14 35.90
1992 05 0.063 264.61 42.12 33.54 37.83
1992 06 0.062 264.56 37.15 40.14 38.64
1992 07 0.065 266.12 34.79 39.59 37.19
1992 08 0.069 267.95 33.53 38.36 35.94
1992 09 0.075 270.02 33.45 36.71 35.08
1992 10 0.080 272.13 31.21 36.55 33.88
1992 11 0.088 274.35 29.75 34.46 32.11
1992 12 0.098 276.18 28.13 39.31 33.72
1992 13 0.111 277.79 25.91 45.92 35.92
1992 14 0.131 280.00 24.99 50.51 37.75
1992 15 0.160 282.75 27.70 54.84 41.27
1992 16 0.199 285.61 33.38 57.11 45.24
1992 17 0.245 288.23 40.66 57.52 49.09
1992 18 0.287 290.24 44.82 59.49 52.15
1992 19 0.320 291.63 44.86 61.56 53.21
1992 20 0.347 292.75 41.77 62.75 52.26
1992 21 0.368 293.61 39.16 61.86 50.51
1992 22 0.384 294.26 37.91 58.34 48.13
1992 23 0.400 294.88 39.69 54.40 47.05
1992 24 0.416 295.40 46.43 51.10 48.76
1992 25 0.427 295.86 52.28 48.54 50.41
1992 26 0.432 296.42 54.20 43.17 48.69
1992 27 0.432 296.96 55.10 39.43 47.27
1992 28 0.428 297.68 56.59 33.70 45.15
1992 29 0.418 298.35 54.54 28.87 41.71
1992 30 0.403 298.89 50.56 26.79 38.68
1992 31 0.386 299.20 43.93 23.15 33.54
1992 32 0.371 299.16 37.88 19.70 28.79
